"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","0",""
"SURVEY","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","13",""
"SURVEY","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","5",""
"SURVEY","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS (EXCL VARROA MITES) - INVENTORY, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","18.2",""
"SURVEY","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","22.2",""
"SURVEY","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","26.3",""
"SURVEY","2017","FIRST OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","40,000",""
"SURVEY","2017","FIRST OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","2,641,090",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","67,830",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","13,500",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","398,650",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","34",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.2",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","8.9",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","15.5",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.4",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","42.2",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","33,010",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","4,200",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","285,590",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","12",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","11",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.6",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","12.3",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","10.9",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.9",""
"SURVEY","2017","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","40.9",""
"SURVEY","2017","FIRST OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","35,000",""
"SURVEY","2017","FIRST OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","2,694,150",""
"SURVEY","2017","FIRST OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","43,000",""
"SURVEY","2017","FIRST OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","2,994,500",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","49,540",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","6,000",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","394,810",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","14",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.8",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","11.6",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","10.9",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.9",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","45.5",""
"SURVEY","2017","FIRST OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","39,000",""
"SURVEY","2017","FIRST OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","2,849,770",""
"SURVEY","2017","OCT THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","94,750",""
"SURVEY","2017","OCT THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","7,000",""
"SURVEY","2017","OCT THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","424,860",""
"SURVEY","2017","OCT THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","18",""
"SURVEY","2017","OCT THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","15",""
