Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2015,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,305,
SURVEY,2015,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,189,
SURVEY,2015,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,195,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,405,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,206,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,329,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,205,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,207,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,382,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,213,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,341,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,211,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,206,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,348,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,194.2,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,323.9,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,192.3,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,191.3,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,314.7,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,172.9,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,274.1,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,170.1,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,167.7,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,311.6,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,159.8,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,297.1,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,157.5,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,154.1,
SURVEY,2009,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,283.7,
SURVEY,2009,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,144,
SURVEY,2009,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,252.6,
SURVEY,2009,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,142.6,
SURVEY,2009,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,141.5,
SURVEY,2008,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,224.7,
SURVEY,2008,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,141.2,
SURVEY,2008,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,195,
SURVEY,2008,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,138.9,
SURVEY,2008,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,135.4,
SURVEY,2007,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,204.6,
SURVEY,2007,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,104.6,
SURVEY,2007,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,172.8,
SURVEY,2007,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,103,
SURVEY,2007,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,99.9,
SURVEY,2006,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,192,
SURVEY,2006,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,98.2,
SURVEY,2006,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,175.6,
SURVEY,2006,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,95.9,
SURVEY,2006,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,93,
SURVEY,2005,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,181.4,
SURVEY,2005,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,89.5,
SURVEY,2005,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,181.3,
SURVEY,2005,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,85.9,
SURVEY,2005,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,83.6,
SURVEY,2004,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,180.9,
SURVEY,2004,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,109.6,
SURVEY,2004,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,177.7,
SURVEY,2004,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,106.6,
SURVEY,2004,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,101.8,
SURVEY,2003,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,188.5,
SURVEY,2003,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,143.5,
SURVEY,2003,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, RETAIL - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,185.8,
SURVEY,2003,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WATER WHITE & EXTRA WHITE & WHITE, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,141.1,
SURVEY,2003,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,HONEY,"HONEY, WHOLESALE - PRICE RECEIVED, MEASURED IN CENTS / LB",TOTAL,NOT SPECIFIED,134.7,
